Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Weight,Colors
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12,1,0,green,20,1550,1550,1550,1,green
mexico,"coatepec, coatepec",maria de la luz sanchez todd,127,amecafe,2012,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,0.12,0,0,bluish-green,5,1100,1100,1100,1,bluish-green
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,green,2,1219.2,1219.2,1219.2,69,green
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,0,green,4,1219.2,1219.2,1219.2,69,green
mexico,xicotepec de juarez,adriana torres rico quevedo,10,amecafe,2012,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,0,green,30,800,800,800,1,green
cote d?ivoire,cnra station of divo,cnra,2,specialty coffee association,2016,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,0,bluish-green,2,200,200,200,1,bluish-green
colombia,pereira,spot,250,specialty coffee association,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,0,green,3,1200,1200,1200,3,green
mexico,zentla,eric jesus cordoba arroyo,30,amecafe,2012,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,0,0,others,23,950,950,950,1,bluish-green
mexico,zentla,antonio cordoba murillo,50,amecafe,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,0,green,19,750,750,750,1,green
guatemala,oriente,conquista/ morito,250,asociacion nacional del café,2012,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,0,green,6,others,others,others,1,green
taiwan,natou county,wu shu yi 巫叔憶,50,specialty coffee association,2014,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11,0,0,bluish-green,0,850,850,850,20,bluish-green
mexico,veracruz,marco virgilio ramirez teliz,12,amecafe,2012,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,0,0,green,10,1000,1000,1000,1,green
guatemala,santa rosa,otto becker,50,asociacion nacional del café,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green
honduras,ocotepeque,jorge alfredo pinto,15,instituto hondureño del café,2017,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,0,green,5,1650,1650,1650,69,green
guatemala,occidente,chapultepec,250,asociacion nacional del café,2016,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,green,6,1320,1320,1320,69,green
guatemala,nuevo oriente,ovidio cardona,275,asociacion nacional del café,2015,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,green,6,1300,1800,1550,69,green
costa rica,san rafael,others,1,specialty coffee association,2012,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1,5,0,others,20,others,others,others,2,bluish-green
mexico,zaragoza itundujia,hilario garcía sandoval,10,amecafe,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,0,others,8,1550,1550,1550,1,bluish-green
mexico,yajalon,socieadad cooperativa industrial cafes yajalon s. c. l.,53,amecafe,2012,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,0,0,green,34,1450,1450,1450,1,green
mexico,"pluma hidalogo, oaxaca",various smallholders,250,specialty coffee association,8,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,0.01,0,0,others,8,1200,1200,1200,6,bluish-green
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,green,1,1700,1700,1700,69,green
united states (puerto rico),yauco region,hacienda alto grande,18,specialty coffee association,2013,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,0,0,green,0,853.44,853.44,853.44,5,green
mexico,zaragoza itundujia,guadalupe heras hernandez,13,amecafe,2012,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,0,others,2,1500,1500,1500,1,bluish-green
mexico,tlacuilotepec,juana rodriguez gutierrez,10,amecafe,2012,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,0,green,45,1100,1100,1100,1,green
mexico,talpa de allende,balbino ramirez flores,10,amecafe,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,bluish-green,0,1200,1200,1200,1,bluish-green
others,others,others,149,almacafé,others,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,0.1,0,0,others,3,others,others,others,70,bluish-green
guatemala,oriente,varios,250,asociacion nacional del café,2014,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,0,green,3,1219.2,1219.2,1219.2,69,green
honduras,intibuca,cooperativa coaquil,275,instituto hondureño del café,2014,7,7,7,7,7,7,10,10,10,7,79,0.11,0,0,green,12,1350,1350,1350,2,green
peru,san ignacio,frontera,280,specialty coffee association,2012,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,0,0,others,4,1400,1400,1400,69,bluish-green
mexico,"iliatenco, guerrero",gonzalo de aquino flores,14,amecafe,2012,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,0,0,others,12,1300,1300,1300,1,bluish-green
mexico,zaragoza itundujia,juan cruz riaño,16,amecafe,2012,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,0,green,17,1550,1550,1550,1,green
mexico,amatenango de la frontera,juan avenamar rodriguez funez,120,amecafe,2012,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,0,green,38,12,12,12,1,green
mexico,"la concordia, chiapas",agroindustrias unidas de mexico sa de cv,250,amecafe,2013,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,0,green,8,1300,1300,1300,1,green
mexico,zaragoza itundujia,luisa zuñiga garcía,14,amecafe,2012,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,others,0,1400,1400,1400,1,bluish-green
nicaragua,jalapa,teófilo narváez,1,instituto hondureño del café,2016,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,2,green,4,1100,1100,1100,1,green
united states (hawaii),kona,others,11,specialty coffee association,2013,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,0,green,8,others,others,others,2,green
guatemala,oriente,agripec de la vega y cia.,250,asociacion nacional del café,2013,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,0,green,8,1310.64,1310.64,1310.64,69,green
mexico,veracruz,"jose vazquez canton, jose antonio jimenez gonzalez, ireneo garcia valdivia",20,amecafe,2012,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,0,0,green,0,1320,1320,1320,1,green
mexico,veracruz,damaso martinez perez,35,amecafe,2012,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,others,0,1250,1250,1250,1,bluish-green
mexico,"ohuapan, tlaltetela","pedro herrera guzman, aurelio gabriel hernandez ,maria de lourdes deristain tress",10,amecafe,2012,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,0,0,others,0,1350,1350,1350,1,bluish-green
china,yunnan,yunnan louis herbs r&d center,1,specialty coffee association,2013,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,0,0,green,5,1850,1850,1850,2,green
mexico,yecuatla,juan garcia hernandez,20,amecafe,2012,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,0,others,2,1150,1150,1150,1,bluish-green
nicaragua,nueva segovia,adonis jose ortez beltran,275,instituto hondureño del café,2016,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,5,green,7,others,others,others,69,green
nicaragua,others,others,275,asociación de cafés especiales de nicaragua,2014,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,0,green,1,others,others,others,2,green
guatemala,oriente,varios,250,asociacion nacional del café,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,0,green,3,1219.2,1219.2,1219.2,69,green
taiwan,"dongshan dist., tainan city 臺南市東山區",guo jiun hung 郭俊宏 & tseng ru feng 曾如楓,50,specialty coffee association,2013,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,green,0,800,800,800,20,green
mexico,tapachula,epifanio garcia de miguel,250,amecafe,2012,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,green,1,1400,1400,1400,1,green
mexico,cofradia de suchitlan,"j. carmen guzman concepcion, ignacio ramirez barajas, dionicio garcia ramirez",50,amecafe,2012,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,others,1,1300,1300,1300,1,bluish-green
united states (hawaii),kona,others,8,specialty coffee association,others,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0,0,0,others,0,others,others,others,100,bluish-green
mexico,"sierra, chiapas",various small producers,280,specialty coffee association,2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,green,0,1600,1600,1600,69,green
mexico,villa talea de castro,reynaldo olivera rios,10,amecafe,2012,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,others,14,1400,1400,1400,1,bluish-green
mexico,los angeles,francisco ruiz nuñez,20,amecafe,2012,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,green,3,1200,1200,1200,1,green
brazil,monte carmelo,manoel cardoso and galileo cardoso,300,brazil specialty coffee association,2014,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,0,green,4,others,others,others,60,green
mexico,zaragoza itundujia,lamberto josé garcía,10,amecafe,2012,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,others,0,1500,1500,1500,1,bluish-green
united states (hawaii),kona,others,5,specialty coffee association,2014,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,bluish-green,0,others,others,others,100,bluish-green
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,green,2,1219.2,1219.2,1219.2,69,green
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2012,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,green,4,1310.64,1310.64,1310.64,1,green
mexico,"xochitonalco, huautla        ",pablo cervantes morelos        ,100,amecafe,2012,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,green,47,1300,1300,1300,1,green
guatemala,oriente,conquista/ morito,250,asociacion nacional del café,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,green,9,others,others,others,1,green
united states (hawaii),kona,others,18,specialty coffee association,2014,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,green,8,others,others,others,100,green
united states (hawaii),kona,others,5,specialty coffee association,2012,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,green,31,others,others,others,100,green
indonesia,ijen,vary farms,2,specialty coffee association of indonesia,2016,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,others,1,1300,1300,1300,1,bluish-green
mexico,cordoba,consuelo gonzalez gomez,320,amecafe,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,green,3,1050,1050,1050,1,green
taiwan,"台南市東山區( dongshan dist., tainan city)","林俊吉( lin, chun-chi)",8,specialty coffee association,2016,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,green,4,650,650,650,10,green
honduras,intibuca,cooperativa coaquil,275,instituto hondureño del café,2014,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,green,6,1350,1350,1350,2,green
united states (hawaii),kona,others,5,specialty coffee association,2014,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,green,3,others,others,others,100,green
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,green,2,1219.2,1219.2,1219.2,69,green
china,yunnan,greenhouse coffee,16,specialty coffee association,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,green,28,1200,1200,1200,2,green
guatemala,oriente,"agricola monte verde, s.a.",250,asociacion nacional del café,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,green,9,1310.64,1310.64,1310.64,69,green
mexico,"motozintla, chiapas",mario garcía,10,amecafe,2012,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,green,7,850,850,850,1,green
colombia,others,others,202,specialty coffee association,others,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,green,3,others,others,others,70,green
costa rica,occidental,beneficio la eva s.a.,250,specialty coffee association of costa rica,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,green,4,1200,1200,1200,1,green
mexico,petatlan,gustavo abarca solis,50,amecafe,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,green,3,1248,1248,1248,1,green
guatemala,oriente,conquista/ morito,250,asociacion nacional del café,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,green,7,others,others,others,1,green
nicaragua,jinotega,marcio alberto rivera castellon,275,specialty coffee association of costa rica,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,bluish-green,0,1000,1000,1000,69,bluish-green
brazil,others,others,1,specialty coffee association,2014,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,others,2,others,others,others,5,bluish-green
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,green,2,1310.64,1310.64,1310.64,1,green
taiwan,"dongshan dist., tainan city 臺南市東山區",chen shuei lian 陳水連,100,specialty coffee association,2012,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,bluish-green,0,750,800,775,10,bluish-green
united states (hawaii),kona,others,5,specialty coffee association,2013,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,green,5,others,others,others,100,green
mexico,coatepec,rubria ochoa bello,23,amecafe,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,green,3,1300,1300,1300,1,green
guatemala,oriente,margarita de nuyens y/o carlos nuyens,250,asociacion nacional del café,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,green,15,1310.64,1310.64,1310.64,1,green
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,green,3,890,890,890,60,green
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,green,2,1219.2,1219.2,1219.2,69,green
mexico,zaragoza itundujia,aquilino garcía riaño,10,amecafe,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,others,5,1500,1500,1500,1,bluish-green
haiti,"dondon, haiti",mixed,1,specialty coffee association,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,others,1,400,1250,825,4,bluish-green
united states (hawaii),kona,kona pacific farmers cooperative,9,specialty coffee association,2013,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,green,5,others,others,others,2,green
mexico,"motozintla, chiapas",alejandro garcía palacios,10,amecafe,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,green,11,1200,1200,1200,1,green
peru,san ignacio,sol y cafe,275,specialty coffee association,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,green,9,900,1500,1200,2,green
india,chickmangalore,aspinwall & co. ltd,20,specialty coffee association,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,green,0,others,others,others,50,green
mexico,"pluma hidalogo, oaxaca",various smallholders,250,specialty coffee association,8,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0,0,0,others,0,1200,1200,1200,6,bluish-green
guatemala,oriente,conquista/morito,250,asociacion nacional del café,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,others,4,others,others,others,2,bluish-green
mexico,coatepec,castulo gutierrez,10,amecafe,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,green,14,1100,1100,1100,1,green
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,green,8,1310.64,1310.64,1310.64,69,green
guatemala,oriente,conquista/morito,250,asociacion nacional del café,2011,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,others,5,others,others,others,2,bluish-green
united states (hawaii),kona,others,2,specialty coffee association,2014,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0,0,0,green,0,others,others,others,100,green
united states (hawaii),kona,kona pacific farmers cooperative,6,specialty coffee association,2013,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0,0,0,bluish-green,3,others,others,others,100,bluish-green
mexico,zaragoza itundujia,isidora heras hernandez,11,amecafe,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,2,0,others,4,1400,1400,1400,1,bluish-green
indonesia,indonesia,1,15,specialty coffee association,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,4,0,others,26,3500,3500,3500,2,bluish-green
mexico,tepictla,guillermo eduardo bobadilla muguira,20,amecafe,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,green,12,1250,1250,1250,1,green
honduras,intibuca,cooperativa coaquil,275,instituto hondureño del café,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,green,7,1350,1350,1350,2,green
philippines,"benguet, mountain province",various smallholders,1,specialty coffee association,2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,0,0,green,2,1000,1000,1000,2,green
brazil,monte carmelo,others,440,brazil specialty coffee association,2017,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,green,6,others,others,others,59,green
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,green,15,1310.64,1310.64,1310.64,1,green
guatemala,oriente,conquista / morito,250,asociacion nacional del café,2012,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,others,10,others,others,others,1,bluish-green
mexico,tlacuilotepec,juana rodriguez gutierrez,10,amecafe,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,4,0,green,20,1100,1100,1100,1,green
mexico,ocosingo,sposel s. de s.s.,100,amecafe,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,0,0,green,20,1200,1200,1200,1,green
mexico,others,suraya magdalena lotfe calderon,36,amecafe,2012,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,others,8,1100,1100,1100,1,bluish-green
mexico,huautla de jimenez,"martín jimenez casiano, paulina cerqueda alvarez, julio martinez teran",18,amecafe,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13,23,0,bluish-green,29,1280,1280,1280,1,bluish-green
mexico,menglian,miguel lopez tirzo,43,amecafe,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,green,7,850,850,850,1,green
mexico,zaragoza itundujia,geremias riaño lopez,14,amecafe,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,others,6,1500,1500,1500,1,bluish-green
mexico,coatepec,pablo enrique martinez gama,20,amecafe,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,green,30,1250,1250,1250,1,green
guatemala,oriente,conquista / morito,250,asociacion nacional del café,2012,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,others,8,others,others,others,1,bluish-green
guatemala,oriente,conquista/morito,250,asociacion nacional del café,2012,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11,0,0,others,10,others,others,others,1,bluish-green
mexico,chiapas,cesmach (varios),275,amecafe,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,0,0,green,7,1700,1700,1700,1,green
united states (hawaii),kona,others,3,specialty coffee association,2014,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0,1,0,bluish-green,2,others,others,others,100,bluish-green
guatemala,oriente,agripec de la vega y cia.,250,asociacion nacional del café,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1,0,green,1,1310.64,1310.64,1310.64,69,green
mexico,"chocaman, veracruz",jorge octavio escamilla prado,20,amecafe,2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,3,0,green,11,1140,1140,1140,1,green
mexico,xalapa,myrna roxana gálvez gonzález,100,amecafe,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13,0,0,others,27,1200,1200,1200,1,bluish-green
mexico,coatepec,eugene holman pew,20,amecafe,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12,0,0,green,19,1250,1250,1250,1,green
united states (hawaii),kona,others,22,specialty coffee association,2012,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0,9,0,others,17,others,others,others,100,bluish-green
brazil,campos altos - cerrado,others,300,brazil specialty coffee association,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11,0,1,green,0,others,others,others,60,green
honduras,intibuca,cooperativa coaquil,275,instituto hondureño del café,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1,0,green,16,1350,1350,1350,2,green
mexico,sierra alta mixe y zapoteca,various small producers,280,specialty coffee association,2014,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1,0,others,1,1200,1200,1200,69,bluish-green
colombia,others,others,1,specialty coffee association,2013,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0,0,0,bluish-green,15,others,others,others,5,bluish-green
